meetinghouse_id,assignment_id,assignment_type,assignment_name
5234719-01-01,391166,familysearchcenter,Cork Ireland Family History Center
5001030-01-01,495506,ward,Gabaldon Branch
5321271-01-01,282235,ward,Castillejos Ward
5048028-01-01,62316,ward,Saladillo Ward
5682606-01-01,296929,ward,Augusta Ranch  1st Ward
5682606-01-01,385565,ward,Augusta Ranch  2nd Ward
5682606-01-01,276413,ward,Mesquite Canyon Ward
5682606-01-01,410659,seminary,Gilbert Arizona Desert Ridge Seminary--Released Time
5011252-01-01,2040646,ward,Pankrono Branch
5453267-01-01,237116,ward,Bluffdale  5th Ward
5453267-01-01,275107,ward,Bluffdale  8th Ward
5012634-01-01,2089483,ward,Fort Hamilton Branch
5224349-01-01,1975919,ward,Black Canyon Ward
5224349-01-01,385816,ward,Iron King Ward
5224349-01-01,361453,ward,Yavapai Lakes Ward
5239117-01-01,252727,ward,Joondalup Ward
5239117-01-01,169587,ward,Ocean Reef Ward
5516633-01-01,324310,ward,Batahola Ward
5013980-01-01,2095750,ward,Anono Ward
5013980-01-01,367842,ward,Riviera 1st Ward
5062470-01-01,31690,ward,Yuma Ward
5062470-01-01,1911236,ward.ysa,Yuma YSA Branch
5062470-01-01,186201,ward.seasonal,Del Oro Branch (Seasonal)
5174597-01-01,53295,ward.samoan,Tamaki 1st Ward (Samoan)
5174597-01-01,2126087,ward.tongan,Tamaki 5th Ward (Tongan)
5739705-01-01,380997,ward,Almaty Branch
5739705-01-01,2139073,familysearchcenter,Almaty Kazakhstan Family History Center
5251389-01-01,152226,ward,Summerwind Ward
5251389-01-01,214604,ward,Ustick Ward
5350050-01-01,226041,ward,Country Park  2nd Ward
5350050-01-01,168475,ward,Country Park  3rd Ward
5350050-01-01,463078,ward,Country Park  8th Ward
5894982-01-01,337668,ward,Jussara Ward
5771870-01-01,159026,ward,Briargate Ward
5771870-01-01,1959247,ward,Explorer Park Ward
5771870-01-01,161551,ward,Fairfax Ward
5771870-01-01,2131234,ward,Wolf Lake Ward
5016078-01-01,2131145,ward,GRA Branch
5291240-01-01,326720,ward,Voskresenskyi Ward
5291240-01-01,1072064,familysearchcenter,Voskresenskyi Ukraine Family History Center
5417007-01-01,340502,ward,Palma Loma Ward
5505682-01-01,306053,ward,Jalpatagua Branch
5003714-01-01,321370,ward,Puerto Morelos Branch
5143276-01-01,151106,ward,Bloomington  3rd Ward
5143276-01-01,207241,ward,Bloomington  7th Ward
5143276-01-01,563080,ward.samoan,Bloomington 9th Ward (Samoan)
5143276-01-01,2060779,stake,St George Utah Southgate Stake
5143276-01-01,2060779,stakecenter,St George Utah Southgate Stake
5007407-01-01,1813773,ward,Eyo Abasi Branch
5012711-01-01,108014,ward,Tsu Branch
5305950-01-01,11185,ward,Duchesne  2nd Ward
5305950-01-01,181412,ward,Duchesne  4th Ward
5305950-01-01,500623,stake,Duchesne Utah Stake
5305950-01-01,500623,stakecenter,Duchesne Utah Stake
5305950-01-01,3340376,familysearchcenter,Duchesne Utah Family History Center
5008321-01-01,1740199,ward,Penkwase Branch
5008321-01-01,2047004,ward,Sunyani Ghana District Branch
5008321-01-01,1902822,stake,Sunyani Ghana District
5008321-01-01,1902822,stakecenter,Sunyani Ghana District
5008321-01-01,1976540,familysearchcenter,Sunyani Ghana Family History Center
5006092-01-01,265772,ward,Cidade Jardim Ward
5032458-02-01,53759,ward,Hastings  1st Ward
5032458-02-01,53767,ward,Hastings  2nd Ward
5032458-02-01,1364219,ward.kiribati,Hastings 3rd Branch (Kiribati)
5032458-02-01,2001144,familysearchcenter,Hastings New Zealand Family History Center
5013808-01-01,2081393,ward,Country Park 10th Branch (Care Center)
5010037-01-01,1755978,ward,Koromatua Ward
5010037-01-01,53252,ward,Maynard Ward
5010037-01-01,53783,ward,McKay Ward
5010037-01-01,504882,stake,Temple View New Zealand Stake
5010037-01-01,504882,stakecenter,Temple View New Zealand Stake
5639468-01-01,1990071,ward,Adolor 2nd Ward
5639468-01-01,261750,ward,Ugbowo  2nd Ward
5639468-01-01,1691171,stake,Benin City Nigeria Ugbowo Stake
5639468-01-01,1691171,stakecenter,Benin City Nigeria Ugbowo Stake
5639468-01-01,1977717,familysearchcenter,Benin City Nigeria Ugbowo Family History Center
5264766-01-01,97284,ward,Akashi Ward
5132991-01-01,87793,ward,Santo André  2nd Ward
5132991-01-01,234354,ward,Vila Humaitá Ward
5132991-01-01,2177862,ward,Vila Pires Ward
5132991-01-01,400173,familysearchcenter,Santo André Brazil Family History Center
5184703-01-01,94986,ward,Heatheridge  1st Ward
5184703-01-01,204811,ward,Heatheridge  4th Ward
5184703-01-01,360031,ward,Heatheridge  7th Ward
5199042-01-01,136425,ward,El Monte Ward
5235812-01-01,122173,ward,Jacksonville Beach Ward
5515726-01-01,196126,ward,Ituzaíngo Ward
5129893-01-01,46299,ward,North Branch Ward
5129893-01-01,2022125,ward.spanish,Branchburg Branch (Spanish)
5293456-01-01,307912,ward,Daru 1st Ward
5293456-01-01,317926,ward,Daru 2nd Ward
5293456-01-01,265683,ward,Oti Creek Ward
5498805-01-01,325457,ward,Freire Branch
5368812-01-01,294802,ward,Almaguer Branch
9500030-01-01,269603,ward,Cache  3rd Branch (Correctional Facility)
5962875-01-01,1720589,ward,Culebra Creek Ward
5962875-01-01,544175,ward,Helotes Ward
5962875-01-01,1720597,ward,Sonoma Ranch Ward
5962875-01-01,2015242,ward,Wildhorse Ward
5962875-01-01,516171,stake,San Antonio Texas West Stake
5962875-01-01,516171,stakecenter,San Antonio Texas West Stake
5962875-01-01,2100150,familysearchcenter,San Antonio Texas West Family History Center
5483379-01-01,356174,ward,Las Naciones Ward
5483379-01-01,235474,ward,Nueva San Martín Ward
5483379-01-01,618055,stake,Santiago Chile Olimpo Stake
5483379-01-01,618055,stakecenter,Santiago Chile Olimpo Stake
5483379-01-01,469580,familysearchcenter,Santiago Chile Olimpo Family History Center
5026482-01-01,20168,ward,Cairns  1st Branch
5026482-01-01,537322,ward,Cairns  2nd Branch
5026482-01-01,606022,stake,Cairns Australia District
5026482-01-01,606022,stakecenter,Cairns Australia District
5026482-01-01,408352,familysearchcenter,Cairns Australia Family History Center
5396794-01-01,293075,ward,Esqueda Branch
5053323-01-01,443689,ward,Clear Creek Ward
5053323-01-01,32689,ward,Montezuma Ward
5153018-01-01,2014491,ward,Highland 12th Ward
5153018-01-01,116157,ward,Highland 3rd Ward
5153018-01-01,172626,ward,Highland 5th Ward
5430658-01-01,333514,ward,Leganés Ward
5212758-01-01,382272,ward,Cocoyotla Ward
5212758-01-01,124982,ward,Quetzalcoatl Ward
5461367-01-01,343242,ward,Jouberton Branch
5282926-01-01,306290,ward,Duarte Ward
5282926-01-01,3343189,familysearchcenter,San Francisco de Macoris Dominican Republic Family History Center
5350360-01-01,264121,ward,Huehuetoca Ward
5350360-01-01,187925,ward,Xalpa Ward
5248205-01-01,150819,ward,Menomonie Branch
5013890-01-01,1623575,ward,Lira Branch
5000969-02-01,1989782,ward,Shadow Creek Ward
5000969-02-01,467103,ward,Sienna 1st Ward
5000969-02-01,2097869,ward,Sienna 2nd Ward
5000969-02-01,477885,ward.spanish,Missouri City Ward (Spanish)
5003077-01-01,301248,ward,Furukawa Branch
5213975-01-01,196487,ward,Bosque Ward
5213975-01-01,524107,stake,Tampico México Bosque Stake
5213975-01-01,524107,stakecenter,Tampico México Bosque Stake
5213975-01-01,399027,familysearchcenter,Tampico Mexico Bosque Family History Center
5206332-01-01,84816,ward,North Logan  3rd Ward
5206332-01-01,181099,ward,North Logan  7th Ward
5206332-01-01,364843,ward,North Logan 13th Ward
5206332-01-01,525359,stake,North Logan Utah Green Canyon Stake
5206332-01-01,525359,stakecenter,North Logan Utah Green Canyon Stake
5216575-01-01,155497,ward,Zebulon Ward
5172845-01-01,268933,ward,Cove 1st Ward
5172845-01-01,134600,ward,Roosevelt  8th Ward
5172845-01-01,168092,ward,Roosevelt  9th Ward
5172845-01-01,507571,stake,Roosevelt Utah West Stake
5172845-01-01,507571,stakecenter,Roosevelt Utah West Stake
5446805-01-01,240079,ward,Estación Ward
5254639-01-01,122807,ward.spanish,Sun Valley Ward (Spanish)
5140986-01-01,70610,ward,Kokkola Branch
5140986-01-01,396338,familysearchcenter,Kokkola Finland Family History Center
5473403-01-01,253642,ward,Alakifonua Ward
5013385-01-01,262471,ward,Rensselaer Branch
5781175-01-01,277118,ward,Cadena Branch
5269628-01-01,169498,ward,Mansilingan  1st Ward
5269628-01-01,273244,ward,Mansilingan  2nd Ward
5269628-01-01,2037947,ward,Mansilingan 3rd Branch
5269628-01-01,364827,stake,Bacolod Philippines South Stake
5269628-01-01,364827,stakecenter,Bacolod Philippines South Stake
5269628-01-01,432598,familysearchcenter,Bacolod Philippines South Family History Center
5703476-01-01,273643,ward,Vinnyts'ka Branch
5703476-01-01,1385976,familysearchcenter,Vinnytsia Ukraine Family History Center
5550033-01-01,27715,ward,Jerome 2nd Ward
5550033-01-01,128945,ward,Jerome 5th Ward
5550033-01-01,269433,ward,Jerome 7th Ward
5525357-01-01,270164,ward,Entebbe Ward
5525357-01-01,2083604,familysearchcenter,Entebbe Uganda Family History Center
5359821-01-01,257753,ward,Villa Cerrito Ward
5177863-01-01,151777,ward,Talisay Ward
5486319-01-01,46647,ward,Greenville Ward
5489458-01-01,415944,ward,Shadow Mountain Ward
5489458-01-01,544361,ward,Summerfield Ward
5489458-01-01,97837,ward,Sunnyside Ward
5240670-01-01,50636,ward,Williams Lake Branch
5240670-01-01,3343618,familysearchcenter,Williams Lake British Columbia Family History Center
5360854-01-01,143200,ward,Las Choapas Branch
5360854-01-01,2113554,stake,Las Choapas México District
5360854-01-01,2113554,stakecenter,Las Choapas México District
5477328-01-01,285668,ward,Kwabeng 1st Ward
5477328-01-01,2132036,ward,Kwabeng 2nd Ward
5513898-02-01,435619,ward,Suncrest  1st Ward
5513898-02-01,488836,ward,Suncrest  2nd Ward
5513898-02-01,1988506,ward,Suncrest 3rd Ward
5014061-01-01,2088037,ward,Extremoz Branch
5072514-01-01,389617,ward,Henry's Fork Ward
5072514-01-01,27537,ward,Hibbard 1st Ward
5072514-01-01,542644,ward,Hibbard 5th Ward
5005439-01-01,544043,ward,Bella Vista Ward
5005439-01-01,2032724,ward,Metfield Ward
5005439-01-01,1801600,ward,Pea Ridge Branch
5005439-01-01,1997521,ward,Sugar Creek Ward
9507108-01-01,380911,ward,Heatheridge  8th Branch (Care Center)
5391318-02-01,33197,ward,Pinon Branch
5469635-01-01,324671,ward,Moncagua Ward
5004431-01-01,1060554,ward,Mitini Branch
5269687-01-01,316369,ward,Lázaro Cárdenas Ward
5405556-01-01,209112,ward.french,Saint Luc Ward
5405556-01-01,430390,familysearchcenter,St Jean Quebec Family History Center
5318173-01-01,285331,ward,Cape Coast  1st Ward
5318173-01-01,318701,ward,Cape Coast 2nd Ward
5318173-01-01,1716778,familysearchcenter,Cape Coast Ghana Family History Center
5019176-01-01,64084,ward,Dahlem Ward
5485037-01-01,116408,ward,Salto Ward
5492823-01-01,357502,ward,Tlajomulco Ward
5241979-01-01,2067617,ward,Altiplano Ward
5241979-01-01,150185,ward,Torre Ward
5241979-01-01,1044699,familysearchcenter,João Pessoa Brazil Torre Family History Center
5078164-01-01,56626,ward,Madero Ward
5078164-01-01,508861,stake,Madero México Stake
5078164-01-01,508861,stakecenter,Madero México Stake
5078164-01-01,397636,familysearchcenter,Madero Mexico Family History Center
5260280-01-01,135933,ward,Hontaneda Ward
5260280-01-01,510181,stake,Valparaíso Chile Stake
5260280-01-01,510181,stakecenter,Valparaíso Chile Stake
5260280-01-01,403857,familysearchcenter,Valparaiso Chile Family History Center
5114292-01-01,232726,ward,Creekside Ward
5114292-01-01,101605,ward,Kaysville 15th Ward
5114292-01-01,187259,ward,Meadows Ward
5114292-01-01,524263,stake,Kaysville Utah Central Stake
5114292-01-01,524263,stakecenter,Kaysville Utah Central Stake
5411203-01-01,284211,ward,Succotz Branch
5149584-01-01,51748,ward,Penticton Ward
5149584-01-01,3343472,familysearchcenter,Penticton British Columbia Family History Center
5467527-01-01,204501,ward,Miami Shores Ward
5467527-01-01,2174561,ward.haitiancreole,North Miami Branch (Haitian-Creole)
5467527-01-01,189634,ward.spanish,North Miami Beach Ward (Spanish)
5467527-01-01,3359816,familysearchcenter,Miami Shores Florida Family History Center
5008611-01-01,66958,ward,Southport Ward
5326397-01-01,216569,ward,Granite Hills Ward
5228239-01-01,317306,ward,Whakatane Branch
5228239-01-01,407135,familysearchcenter,Whakatane New Zealand Family History Center
5479002-01-01,227404,ward,Quebec Ward
5004688-01-01,493791,ward,Cloud Creek Ward
5004688-01-01,2178931,ward,Orchard Ranch Ward
5004688-01-01,2007851,ward,Riggs Ward
5004688-01-01,221546,ward.spanish,Queen Creek Ward (Spanish)
5004688-01-01,417777,stake,Queen Creek Arizona Stake
5004688-01-01,417777,stakecenter,Queen Creek Arizona Stake
5147972-01-01,125350,ward,Clackamas Ward
5147972-01-01,117390,ward,Milwaukie Ward
5147972-01-01,2035332,ward.spanish,Mt Talbert Branch (Spanish)
5008824-01-01,20877,ward,Redondo  2nd Ward
5234182-01-01,2158647,ward,Santa Cruz Branch
5234182-01-01,310603,ward,Tanjay Branch
5234182-01-01,613002,stake,Tanjay Philippines District
5234182-01-01,613002,stakecenter,Tanjay Philippines District
5234182-01-01,405477,familysearchcenter,Tanjay Philippines Family History Center
5418062-01-01,51055,ward,Coutts Ward
5418062-01-01,3347990,familysearchcenter,Coutts Alberta Family History Center
5009338-01-01,298964,ward,Indang Branch
5314070-01-01,229466,ward,Iguatemi Ward
5314070-01-01,2140055,ward,Riberania Ward
5180163-01-01,217190,ward,Hanayashiki Ward
5180163-01-01,1103571,familysearchcenter,Hanayashiki Japan Family History Center
5443466-01-01,217751,ward,Pimentas Ward
5425913-01-01,80527,ward,Paderborn Branch
5425913-01-01,392693,familysearchcenter,Paderborn Germany Family History Center
5905842-01-01,127752,ward,Deuel Creek Ward
5905842-01-01,1635573,ward,Pineae Gardens Ward
5905842-01-01,173665,ward.spanish,Mount Ensign 1st Ward (Spanish)
5878731-01-01,381543,ward,Coronel Brandsen Branch
6002358-01-01,102075,ward,Murray Bridge Ward
5112540-01-01,42021,ward,Rosepine Ward
5794285-01-01,430692,ward,Rangsit Ward
5029600-01-01,8036,ward,Millville  1st Ward
5029600-01-01,168440,ward,Millville  3rd Ward
5029600-01-01,1064940,ward,Millville 5th Ward
5012228-01-01,67903,ward,Cavehill Ward
5405254-01-01,296791,ward,Avalon Ward
5405254-01-01,255114,ward,Estate Groves Ward
5405254-01-01,250880,ward,Hermosa Groves Ward
5405254-01-01,521779,stake,Mesa Arizona Citrus Heights Stake
5405254-01-01,521779,stakecenter,Mesa Arizona Citrus Heights Stake
5028310-01-01,175447,ward,West Point  5th Ward
5028310-01-01,475521,ward.ysa,Lakeside YSA Ward
5028310-01-01,568627,ward.spanish,West Point 15th Ward (Spanish)
5279984-01-01,190004,ward,Apopka Ward
5295408-01-01,313475,ward,Villa Soldati Ward
5362709-01-01,190810,ward,O'Fallon Ward
5362709-01-01,532215,ward,Shiloh Ward
5362709-01-01,508292,stake,O'Fallon Illinois Stake
5362709-01-01,508292,stakecenter,O'Fallon Illinois Stake
5362709-01-01,3334244,familysearchcenter,O'Fallon Illinois Family History Center
5381460-01-01,1479776,ward,Parte Alta Ward
5254507-01-01,40290,ward,Queen City Ward
5254507-01-01,3334767,familysearchcenter,Queen City Texas Family History Center
6020577-01-01,311871,ward,Ichinoseki Branch
5655080-01-01,542814,ward,Jardim Ipê Ward
5655080-01-01,178020,ward,Pirajussara Ward
5655080-01-01,521140,stake,São Paulo Brazil Campo Limpo Stake
5655080-01-01,521140,stakecenter,São Paulo Brazil Campo Limpo Stake
5655080-01-01,401552,familysearchcenter,São Paulo Brazil Campo Limpo Family History Center
5168333-01-01,82740,ward,Wasatch  5th Ward
5168333-01-01,108375,ward,Wasatch  6th Ward
5034175-01-01,29475,ward,Cambridge Ward
5107172-01-01,80551,ward,Clinton  3rd Ward
5107172-01-01,97144,ward,Clinton  4th Ward
5226198-01-01,152552,ward,Anderson Ward
5354811-01-01,331465,ward,Santa Cruz do Sul Campus Ward
5354811-01-01,323306,ward,Santa Cruz do Sul Ward
5354811-01-01,616141,stake,Santa Cruz do Sul Brazil Stake
5354811-01-01,616141,stakecenter,Santa Cruz do Sul Brazil Stake
5354811-01-01,401501,familysearchcenter,Santa Cruz do Sul Brazil District Family History Center
5505933-01-01,58726,ward,El Centro Ward
5133793-01-01,73202,ward,Aldeota Ward
5306280-01-01,120529,ward,Iwamizawa Branch
5190460-01-01,80632,ward,Arriaga Branch
5190460-01-01,365645,ward,Azteca Branch
5428599-01-01,230588,ward,Hato Mayor Ward
5044936-01-01,209368,ward,Boulevard Ward
5044936-01-01,23671,ward,Idaho Falls 11th Ward
5147220-01-01,5533,ward,River Heights  1st Ward
5147220-01-01,38784,ward,River Heights  2nd Ward
5147220-01-01,475564,ward,River Heights  4th Ward
5147220-01-01,1122177,stake,River Heights Utah Stake
5147220-01-01,1122177,stakecenter,River Heights Utah Stake
5251478-02-01,162701,ward,Duarte Ward
5251478-02-01,2055910,ward.spanish,Buena Vista Branch (Spanish)
5796822-01-01,371807,ward,Galati Branch
5263638-01-01,309249,ward,Nonoai Ward
5263638-01-01,1450972,ward,Teresópolis Ward
5225108-01-01,11533,ward,Moroni  2nd Ward
5225108-01-01,13757,ward,Sanpitch Ward
5009200-01-01,189995,ward,Winter Park Ward
5009200-01-01,502839,stake,Orlando Florida Stake
5009200-01-01,502839,stakecenter,Orlando Florida Stake
5009200-01-01,3332594,familysearchcenter,Orlando Florida Family History Center
5315662-01-01,113263,ward,Trujillo Branch
5127130-01-01,7110,ward,Val Verda  1st Ward
5127130-01-01,103969,ward,Val Verda  4th Ward
5127130-01-01,200077,ward,Val Verda  5th Ward
5267080-01-01,280224,ward,Gangneung Branch
5267080-01-01,611565,stake,Gangneung Korea District
5267080-01-01,611565,stakecenter,Gangneung Korea District
5267080-01-01,493147,familysearchcenter,Gangneung Korea Family History Center
5223105-01-01,269824,ward,Springs Ward
5223105-01-01,157066,ward,Westridge Ward
5193958-01-01,164267,ward,Simi  5th Ward
5193958-01-01,154172,ward,Sinaloa Ward
5193958-01-01,504912,stake,Simi Valley California Stake
5193958-01-01,504912,stakecenter,Simi Valley California Stake
5236045-01-01,91006,ward,Málaga  1st Ward
5236045-01-01,300543,ward,Málaga  2nd Ward
5121094-01-01,47570,ward,Statesville Ward
5121094-01-01,3336395,familysearchcenter,Statesville North Carolina Family History Center
5953820-01-01,361836,ward,Bahía Ward
5330068-01-01,219495,ward,Jardines Ward
5285054-01-01,127760,ward,Amaralina Ward
5285054-01-01,260061,ward,Parque da Cidade Ward
5285054-01-01,521361,stake,Salvador Brazil Stake
5285054-01-01,521361,stakecenter,Salvador Brazil Stake
5285054-01-01,400475,familysearchcenter,Salvador Brazil Family History Center
5112850-01-01,76597,ward,Orchard Park Ward
5112850-01-01,3337561,familysearchcenter,Orchard Park New York Family History Center
5195187-01-01,140007,ward,San Cristóbal Totonicapán Branch
5011363-01-01,270415,ward,Milpa Alta Ward
5247004-01-01,158887,ward,Chewelah Ward
5247004-01-01,2106272,ward,Deer Lake Ward
5247004-01-01,2152010,ward.ysa,Colville YSA Branch
5655161-01-01,357111,ward,Cidade Aracy Ward
5475449-01-01,317942,ward,Goroka Branch
5475449-01-01,385689,stake,Goroka Papua New Guinea District
5475449-01-01,385689,stakecenter,Goroka Papua New Guinea District
5244560-01-01,246026,ward,Diadema Centro Ward
5244560-01-01,526010,stake,Diadema Brazil Stake
5244560-01-01,526010,stakecenter,Diadema Brazil Stake
5244560-01-01,401366,familysearchcenter,Diadema Brazil Family History Center
5027608-02-01,35068,ward,Lyman  1st Ward
